Location,Observation Time,Temperature (°C),Feels Like (°C),Humidity (%),Wind Speed (kph),Weather Condition,Cloud Cover (%),Pressure (mb),UV Index,Visibility (km)
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Paris,4/5/2024 20:30,16,16,88,6.8,Light rain,0,1012,4,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Sydney,4/6/2024 5:30,19,19,100,3.6,Partly cloudy,75,1013,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Dubai,4/5/2024 22:30,24,25.5,65,9,Clear,0,1014,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
Rome,4/5/2024 20:30,15,15.8,72,6.1,Clear,0,1024,1,10
